,country,time-period,energy-balance,value(GWH)
615,Bulgaria,2021-07,Internal market,2567.36
616,Bulgaria,2021-08,Internal market,2551.744
617,Bulgaria,2021-09,Internal market,2236.577
618,Bulgaria,2021-10,Internal market,2530.742
619,Bulgaria,2021-11,Internal market,2661.143
620,Bulgaria,2021-12,Internal market,3086.54
621,Bulgaria,2022-01,Internal market,3263.426
622,Bulgaria,2022-02,Internal market,2784.076
623,Bulgaria,2022-03,Internal market,3134.053
624,Bulgaria,2022-04,Internal market,2449.024
625,Bulgaria,2022-05,Internal market,2299.635
626,Cyprus,2008-01,Internal market,436.0
627,Cyprus,2008-02,Internal market,393.0
628,Cyprus,2008-03,Internal market,321.0
629,Cyprus,2008-04,Internal market,304.0
630,Cyprus,2008-05,Internal market,338.0
631,Cyprus,2008-06,Internal market,419.0
632,Cyprus,2008-07,Internal market,520.0
633,Cyprus,2008-08,Internal market,511.0
634,Cyprus,2008-09,Internal market,431.0
635,Cyprus,2008-10,Internal market,352.0
636,Cyprus,2008-11,Internal market,316.0
637,Cyprus,2008-12,Internal market,378.0
638,Cyprus,2009-01,Internal market,408.0
639,Cyprus,2009-02,Internal market,361.0
640,Cyprus,2009-03,Internal market,369.0
641,Cyprus,2009-04,Internal market,303.0
642,Cyprus,2009-05,Internal market,348.0
643,Cyprus,2009-06,Internal market,445.0
644,Cyprus,2009-07,Internal market,541.0
645,Cyprus,2009-08,Internal market,517.0
646,Cyprus,2009-09,Internal market,429.0
647,Cyprus,2009-10,Internal market,389.0
648,Cyprus,2009-11,Internal market,343.0
649,Cyprus,2009-12,Internal market,401.0
650,Cyprus,2010-01,Internal market,415.0
651,Cyprus,2010-02,Internal market,372.0
652,Cyprus,2010-03,Internal market,358.0
653,Cyprus,2010-04,Internal market,323.0
654,Cyprus,2010-05,Internal market,364.0
655,Cyprus,2010-06,Internal market,426.0
656,Cyprus,2010-07,Internal market,522.0
657,Cyprus,2010-08,Internal market,590.0
658,Cyprus,2010-09,Internal market,480.0
659,Cyprus,2010-10,Internal market,396.0
660,Cyprus,2010-11,Internal market,345.0
661,Cyprus,2010-12,Internal market,383.0
662,Cyprus,2011-01,Internal market,435.0
663,Cyprus,2011-02,Internal market,396.0
664,Cyprus,2011-03,Internal market,381.0
665,Cyprus,2011-04,Internal market,338.0
666,Cyprus,2011-05,Internal market,365.0
667,Cyprus,2011-06,Internal market,413.0
668,Cyprus,2011-07,Internal market,444.0
669,Cyprus,2011-08,Internal market,418.0
670,Cyprus,2011-09,Internal market,392.0
671,Cyprus,2011-10,Internal market,344.0
672,Cyprus,2011-11,Internal market,338.0
673,Cyprus,2011-12,Internal market,377.0
674,Cyprus,2012-01,Internal market,408.0
675,Cyprus,2012-02,Internal market,365.0
676,Cyprus,2012-03,Internal market,330.0
677,Cyprus,2012-04,Internal market,292.0
678,Cyprus,2012-05,Internal market,331.0
679,Cyprus,2012-06,Internal market,360.0
680,Cyprus,2012-07,Internal market,506.0
681,Cyprus,2012-08,Internal market,481.0
682,Cyprus,2012-09,Internal market,405.0
683,Cyprus,2012-10,Internal market,341.0
684,Cyprus,2012-11,Internal market,291.0
685,Cyprus,2012-12,Internal market,319.0
686,Cyprus,2013-01,Internal market,343.0
687,Cyprus,2013-02,Internal market,286.0
688,Cyprus,2013-03,Internal market,290.0
689,Cyprus,2013-04,Internal market,268.0
690,Cyprus,2013-05,Internal market,320.0
691,Cyprus,2013-06,Internal market,357.0
692,Cyprus,2013-07,Internal market,441.0
693,Cyprus,2013-08,Internal market,443.0
694,Cyprus,2013-09,Internal market,360.0
695,Cyprus,2013-10,Internal market,305.0
696,Cyprus,2013-11,Internal market,276.0
697,Cyprus,2013-12,Internal market,332.0
698,Cyprus,2014-01,Internal market,321.0
699,Cyprus,2014-02,Internal market,278.0
700,Cyprus,2014-03,Internal market,288.0
701,Cyprus,2014-04,Internal market,274.0
702,Cyprus,2014-05,Internal market,312.0
703,Cyprus,2014-06,Internal market,361.0
704,Cyprus,2014-07,Internal market,454.0
705,Cyprus,2014-08,Internal market,460.0
706,Cyprus,2014-09,Internal market,390.0
707,Cyprus,2014-10,Internal market,328.0
708,Cyprus,2014-11,Internal market,293.0
709,Cyprus,2014-12,Internal market,322.0
710,Cyprus,2015-01,Internal market,357.0
711,Cyprus,2015-02,Internal market,323.0
712,Cyprus,2015-03,Internal market,307.0
713,Cyprus,2015-04,Internal market,280.0
714,Cyprus,2015-05,Internal market,311.0
715,Cyprus,2015-06,Internal market,336.0
716,Cyprus,2015-07,Internal market,445.0
717,Cyprus,2015-08,Internal market,486.0
718,Cyprus,2015-09,Internal market,434.0
719,Cyprus,2015-10,Internal market,344.0
720,Cyprus,2015-11,Internal market,290.0
721,Cyprus,2015-12,Internal market,347.0
722,Cyprus,2016-01,Internal market,382.0
723,Cyprus,2016-02,Internal market,320.0
724,Cyprus,2016-03,Internal market,311.0
725,Cyprus,2016-04,Internal market,296.0
726,Cyprus,2016-05,Internal market,330.0
727,Cyprus,2016-06,Internal market,422.0
728,Cyprus,2016-07,Internal market,517.0
729,Cyprus,2016-08,Internal market,510.0
730,Cyprus,2016-09,Internal market,420.0
731,Cyprus,2016-10,Internal market,359.0
732,Cyprus,2016-11,Internal market,312.0
733,Cyprus,2016-12,Internal market,410.0
734,Cyprus,2017-01,Internal market,426.486
735,Cyprus,2017-02,Internal market,358.529
736,Cyprus,2017-03,Internal market,339.013
737,Cyprus,2017-04,Internal market,302.027
738,Cyprus,2017-05,Internal market,341.594
739,Cyprus,2017-06,Internal market,397.436
740,Cyprus,2017-07,Internal market,558.245
741,Cyprus,2017-08,Internal market,509.325
742,Cyprus,2017-09,Internal market,450.503
743,Cyprus,2017-10,Internal market,360.231
744,Cyprus,2017-11,Internal market,327.049
745,Cyprus,2017-12,Internal market,370.41
746,Cyprus,2018-01,Internal market,395.254
747,Cyprus,2018-02,Internal market,331.371
748,Cyprus,2018-03,Internal market,325.887
749,Cyprus,2018-04,Internal market,315.499
750,Cyprus,2018-05,Internal market,390.76
751,Cyprus,2018-06,Internal market,428.927
752,Cyprus,2018-07,Internal market,534.082
753,Cyprus,2018-08,Internal market,519.667
754,Cyprus,2018-09,Internal market,454.43
755,Cyprus,2018-10,Internal market,382.412
756,Cyprus,2018-11,Internal market,334.243
757,Cyprus,2018-12,Internal market,378.553
758,Cyprus,2019-01,Internal market,442.695
759,Cyprus,2019-02,Internal market,363.488
760,Cyprus,2019-03,Internal market,352.777
761,Cyprus,2019-04,Internal market,314.17
762,Cyprus,2019-05,Internal market,361.543
763,Cyprus,2019-06,Internal market,439.07
764,Cyprus,2019-07,Internal market,534.95
765,Cyprus,2019-08,Internal market,538.291
766,Cyprus,2019-09,Internal market,459.01
767,Cyprus,2019-10,Internal market,380.076
768,Cyprus,2019-11,Internal market,325.563
769,Cyprus,2019-12,Internal market,371.284
770,Cyprus,2020-01,Internal market,425.044
771,Cyprus,2020-02,Internal market,391.902
772,Cyprus,2020-03,Internal market,334.202
773,Cyprus,2020-04,Internal market,256.178
774,Cyprus,2020-05,Internal market,321.86
775,Cyprus,2020-06,Internal market,351.632
776,Cyprus,2020-07,Internal market,507.542
777,Cyprus,2020-08,Internal market,509.103
778,Cyprus,2020-09,Internal market,495.126
779,Cyprus,2020-10,Internal market,386.035
780,Cyprus,2020-11,Internal market,341.416
781,Cyprus,2020-12,Internal market,381.531
782,Cyprus,2021-01,Internal market,390.298
783,Cyprus,2021-02,Internal market,337.697
784,Cyprus,2021-03,Internal market,347.749
785,Cyprus,2021-04,Internal market,299.321
786,Cyprus,2021-05,Internal market,351.801
787,Cyprus,2021-06,Internal market,408.169
788,Cyprus,2021-07,Internal market,587.898
789,Cyprus,2021-08,Internal market,596.719
790,Cyprus,2021-09,Internal market,450.832
791,Cyprus,2021-10,Internal market,374.863
792,Cyprus,2021-11,Internal market,334.297
793,Cyprus,2021-12,Internal market,399.49
794,Cyprus,2022-01,Internal market,467.952
795,Cyprus,2022-02,Internal market,382.188
796,Cyprus,2022-03,Internal market,443.609
797,Cyprus,2022-04,Internal market,316.033
798,Cyprus,2022-05,Internal market,358.884
799,Czechia,2008-01,Internal market,6352.0
800,Czechia,2008-02,Internal market,5878.0
801,Czechia,2008-03,Internal market,6019.0
802,Czechia,2008-04,Internal market,5492.0
803,Czechia,2008-05,Internal market,5111.0
804,Czechia,2008-06,Internal market,4784.0
805,Czechia,2008-07,Internal market,4821.0
806,Czechia,2008-08,Internal market,4757.0
807,Czechia,2008-09,Internal market,5080.0
808,Czechia,2008-10,Internal market,5530.0
809,Czechia,2008-11,Internal market,5636.0
810,Czechia,2008-12,Internal market,5688.0
811,Czechia,2009-01,Internal market,6292.0
812,Czechia,2009-02,Internal market,5560.0
813,Czechia,2009-03,Internal market,5715.0
814,Czechia,2009-04,Internal market,4625.0
815,Czechia,2009-05,Internal market,4599.0
816,Czechia,2009-06,Internal market,4499.0
817,Czechia,2009-07,Internal market,4476.0
818,Czechia,2009-08,Internal market,4507.0
819,Czechia,2009-09,Internal market,4647.0
820,Czechia,2009-10,Internal market,5351.0
821,Czechia,2009-11,Internal market,5480.0
822,Czechia,2009-12,Internal market,5831.0
823,Czechia,2010-01,Internal market,6305.0
824,Czechia,2010-02,Internal market,5667.0
825,Czechia,2010-03,Internal market,5833.0
826,Czechia,2010-04,Internal market,5063.0
827,Czechia,2010-05,Internal market,4980.0
828,Czechia,2010-06,Internal market,4715.0
829,Czechia,2010-07,Internal market,4337.0
830,Czechia,2010-08,Internal market,4700.0
831,Czechia,2010-09,Internal market,4893.0
832,Czechia,2010-10,Internal market,5460.0
833,Czechia,2010-11,Internal market,5539.0
834,Czechia,2010-12,Internal market,6252.0
835,Czechia,2011-01,Internal market,6152.0
836,Czechia,2011-02,Internal market,5687.0
837,Czechia,2011-03,Internal market,5791.0
838,Czechia,2011-04,Internal market,4974.0
839,Czechia,2011-05,Internal market,4937.0
840,Czechia,2011-06,Internal market,4685.0
841,Czechia,2011-07,Internal market,4555.0
842,Czechia,2011-08,Internal market,4754.0
843,Czechia,2011-09,Internal market,4714.0
844,Czechia,2011-10,Internal market,5307.0
845,Czechia,2011-11,Internal market,5718.0
846,Czechia,2011-12,Internal market,5718.0
847,Czechia,2012-01,Internal market,6029.0
848,Czechia,2012-02,Internal market,6165.0
849,Czechia,2012-03,Internal market,5595.0
850,Czechia,2012-04,Internal market,5089.0
851,Czechia,2012-05,Internal market,4818.0
852,Czechia,2012-06,Internal market,4649.0
853,Czechia,2012-07,Internal market,4597.0
854,Czechia,2012-08,Internal market,4677.0
855,Czechia,2012-09,Internal market,4714.0
856,Czechia,2012-10,Internal market,5381.0
857,Czechia,2012-11,Internal market,5520.0
858,Czechia,2012-12,Internal market,5724.0
859,Czechia,2013-01,Internal market,6119.0
860,Czechia,2013-02,Internal market,5519.0
861,Czechia,2013-03,Internal market,5915.0
862,Czechia,2013-04,Internal market,5101.0
863,Czechia,2013-05,Internal market,4842.0
864,Czechia,2013-06,Internal market,4609.0
865,Czechia,2013-07,Internal market,4557.0
866,Czechia,2013-08,Internal market,4667.0
867,Czechia,2013-09,Internal market,4816.0
868,Czechia,2013-10,Internal market,5320.0
869,Czechia,2013-11,Internal market,5572.0
870,Czechia,2013-12,Internal market,5651.0
871,Czechia,2014-01,Internal market,5904.0
872,Czechia,2014-02,Internal market,5303.0
873,Czechia,2014-03,Internal market,5420.0
874,Czechia,2014-04,Internal market,5007.0
875,Czechia,2014-05,Internal market,5023.0
876,Czechia,2014-06,Internal market,5056.0
877,Czechia,2014-07,Internal market,4765.0
878,Czechia,2014-08,Internal market,4590.0
879,Czechia,2014-09,Internal market,4816.0
880,Czechia,2014-10,Internal market,5258.0
881,Czechia,2014-11,Internal market,5414.0
882,Czechia,2014-12,Internal market,5653.0
883,Czechia,2015-01,Internal market,6034.0
884,Czechia,2015-02,Internal market,5585.0
885,Czechia,2015-03,Internal market,5777.0
886,Czechia,2015-04,Internal market,5202.0
887,Czechia,2015-05,Internal market,4971.0
888,Czechia,2015-06,Internal market,4788.0
889,Czechia,2015-07,Internal market,4861.0
890,Czechia,2015-08,Internal market,4642.0
891,Czechia,2015-09,Internal market,4866.0
892,Czechia,2015-10,Internal market,5509.0
893,Czechia,2015-11,Internal market,5556.0
894,Czechia,2015-12,Internal market,5627.0
895,Czechia,2016-01,Internal market,6269.0
896,Czechia,2016-02,Internal market,5606.0
897,Czechia,2016-03,Internal market,5815.0
898,Czechia,2016-04,Internal market,5228.0
899,Czechia,2016-05,Internal market,5114.0
900,Czechia,2016-06,Internal market,4811.0
901,Czechia,2016-07,Internal market,4639.0
902,Czechia,2016-08,Internal market,4835.0
903,Czechia,2016-09,Internal market,4942.0
904,Czechia,2016-10,Internal market,5561.0
905,Czechia,2016-11,Internal market,5902.0
906,Czechia,2016-12,Internal market,6110.0
907,Czechia,2017-01,Internal market,6358.719
908,Czechia,2017-02,Internal market,5423.97
909,Czechia,2017-03,Internal market,5517.405
910,Czechia,2017-04,Internal market,5011.044
911,Czechia,2017-05,Internal market,4883.905
912,Czechia,2017-06,Internal market,4634.41
913,Czechia,2017-07,Internal market,4439.907
914,Czechia,2017-08,Internal market,4650.574
915,Czechia,2017-09,Internal market,4746.667
916,Czechia,2017-10,Internal market,5244.115
917,Czechia,2017-11,Internal market,5577.755
918,Czechia,2017-12,Internal market,5635.755
919,Czechia,2018-01,Internal market,5922.149
920,Czechia,2018-02,Internal market,5649.188
921,Czechia,2018-03,Internal market,6013.26
922,Czechia,2018-04,Internal market,4821.882
923,Czechia,2018-05,Internal market,4823.044
924,Czechia,2018-06,Internal market,4681.789
925,Czechia,2018-07,Internal market,4586.606
926,Czechia,2018-08,Internal market,4774.112
927,Czechia,2018-09,Internal market,4643.543
928,Czechia,2018-10,Internal market,5248.375
929,Czechia,2018-11,Internal market,5587.603
930,Czechia,2018-12,Internal market,5666.716
931,Czechia,2019-01,Internal market,6230.192
932,Czechia,2019-02,Internal market,5445.047
933,Czechia,2019-03,Internal market,5587.586
934,Czechia,2019-04,Internal market,4987.519
935,Czechia,2019-05,Internal market,5081.291
936,Czechia,2019-06,Internal market,4674.029
937,Czechia,2019-07,Internal market,4583.68
938,Czechia,2019-08,Internal market,4662.247
939,Czechia,2019-09,Internal market,4724.159
940,Czechia,2019-10,Internal market,5223.525
941,Czechia,2019-11,Internal market,5479.198
942,Czechia,2019-12,Internal market,5538.54
943,Czechia,2020-01,Internal market,6046.774
944,Czechia,2020-02,Internal market,5500.085
945,Czechia,2020-03,Internal market,5494.874
946,Czechia,2020-04,Internal market,4385.871
947,Czechia,2020-05,Internal market,4465.521
948,Czechia,2020-06,Internal market,4410.868
949,Czechia,2020-07,Internal market,4443.015
950,Czechia,2020-08,Internal market,4520.956
951,Czechia,2020-09,Internal market,4673.722
952,Czechia,2020-10,Internal market,5202.345
953,Czechia,2020-11,Internal market,5447.441
954,Czechia,2020-12,Internal market,5620.963
955,Czechia,2021-01,Internal market,6084.635
956,Czechia,2021-02,Internal market,5659.643
957,Czechia,2021-03,Internal market,5852.019
958,Czechia,2021-04,Internal market,5233.452
959,Czechia,2021-05,Internal market,5055.047
960,Czechia,2021-06,Internal market,4718.808
961,Czechia,2021-07,Internal market,4563.705
962,Czechia,2021-08,Internal market,4585.697
963,Czechia,2021-09,Internal market,4683.319
964,Czechia,2021-10,Internal market,5168.439
965,Czechia,2021-11,Internal market,5577.895
966,Czechia,2021-12,Internal market,5813.644
967,Czechia,2022-01,Internal market,6035.74
968,Czechia,2022-02,Internal market,5328.851
969,Czechia,2022-03,Internal market,5721.5
970,Czechia,2022-04,Internal market,5107.75
971,Czechia,2022-05,Internal market,4806.975
972,Germany,2008-01,Internal market,44608.0
973,Germany,2008-02,Internal market,43957.0
974,Germany,2008-03,Internal market,42685.0
975,Germany,2008-04,Internal market,44500.0
976,Germany,2008-05,Internal market,41890.0
977,Germany,2008-06,Internal market,41216.0
978,Germany,2008-07,Internal market,42058.0
979,Germany,2008-08,Internal market,40603.0
980,Germany,2008-09,Internal market,41910.0
981,Germany,2008-10,Internal market,43463.0
982,Germany,2008-11,Internal market,42451.0
983,Germany,2008-12,Internal market,43332.0
984,Germany,2009-01,Internal market,45905.0
985,Germany,2009-02,Internal market,41191.0
986,Germany,2009-03,Internal market,42293.0
987,Germany,2009-04,Internal market,37376.0
988,Germany,2009-05,Internal market,37070.0
989,Germany,2009-06,Internal market,36700.0
990,Germany,2009-07,Internal market,38239.0
991,Germany,2009-08,Internal market,37812.0
992,Germany,2009-09,Internal market,38477.0
993,Germany,2009-10,Internal market,41093.0
